"mention_name","mention_type","mention_popularity","mention_address","zip_code","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles"
"meadows field","aerodrome","1","""Meadows Field Airport, 7th Standard Road, Kern County, California, 93308, United States of America""","93308","-119.059223560743","35.4372678","4","""bakersfield_and_fresno.json,bakersfield_and_long beach.json,bakersfield_and_pismo beach.json,bakersfield_and_san francisco.json"""
"meadows field airport","aerodrome","1","""Meadows Field Airport, 7th Standard Road, Kern County, California, 93308, United States of America""","93308","-119.059223560743","35.4372678","4","""bakersfield_and_fresno.json,bakersfield_and_long beach.json,bakersfield_and_pismo beach.json,bakersfield_and_san francisco.json"""
"mecca","administrative","7","""Mecca, Riverside County, California, United States of America""","","-116.0745416","33.5701568","48","""anaheim_and_pismo beach.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_monterey.json,berkeley_and_long beach.json,beverly hills_and_pismo beach.json,beverly hills_and_san francisco.json,beverly hills_and_san luis obispo.json,carlsbad_and_santa barbara.json,fresno_and_los angeles.json,huntington beach_and_san luis obispo.json,long beach_and_santa cruz.json,los angeles_and_monterey.json,los angeles_and_pismo beach.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san diego.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa ana.json,malibu_and_santa barbara.json,malibu_and_santa cruz.json,monterey_and_san diego.json,los angeles_and_santa cruz.json,newport beach_and_san luis obispo.json,newport beach_and_santa barbara.json,pasadena_and_santa cruz.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_santa monica.json,riverside_and_sausalito.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa barbara.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,san jose_and_santa monica.json,san luis obispo_and_santa monica.json,santa barbara_and_santa cruz.json,santa cruz_and_santa monica.json"""
"medellin","school","1","""Dr. Octavio Leon Medellin, SN, Colinas de la Neblina, Ensenada, Baja California, 22760, M��xico""","22760","-116.6855369","31.888261","1","san diego_and_santa ana.json"
"medford","residential","5","""Medford, Stonegate, Irvine, Orange County, California, 92676, United States of America""","92676","-117.7381732","33.7053166","4","""carlsbad_and_fremont.json,fremont_and_irvine.json,mammoth lakes_and_santa clarita.json,oakland_and_san diego.json"""
"medicine lake","water","1","""Medicine Lake, Medicine Lake Road, Siskiyou County, California, United States of America""","","-121.598880116143","41.5826456","1","mammoth lakes_and_san diego.json"
"medina","residential","1","""Medina, Palmia, Mission Viejo, Orange County, California, 92692, United States of America""","92692","-117.6325209","33.6508958","3","""beverly hills_and_fremont.json,carlsbad_and_fremont.json,fremont_and_irvine.json"""
"mediterranean","residential","52","""Mediterranean, Palm Desert, Riverside County, California, 92211, United States of America""","92211","-116.3534838","33.7439509","130","""anaheim_and_san francisco.json,anaheim_and_temecula.json,avalon_and_berkeley.json,avalon_and_fresno.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_napa.json,avalon_and_sacramento.json,avalon_and_san bernardino.json,anaheim_and_napa.json,bakersfield_and_san bernardino.json,beverly hills_and_carlsbad.json,avalon_and_santa cruz.json,avalon_and_temecula.json,bakersfield_and_berkeley.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_santa cruz.json,bakersfield_and_temecula.json,berkeley_and_los angeles.json,berkeley_and_newport beach.json,berkeley_and_riverside.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,beverly hills_and_big bear lake.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_malibu.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_san luis obispo.json,beverly hills_and_stockton.json,beverly hills_and_temecula.json,big bear lake_and_long beach.json,big bear lake_and_santa ana.json,big bear lake_and_santa barbara.json,big bear lake_and_santa clarita.json,big bear lake_and_santa cruz.json,big bear lake_and_santa monica.json,big bear lake_and_stockton.json,carlsbad_and_napa.json,carlsbad_and_san bernardino.json,fremont_and_irvine.json,fremont_and_san bernardino.json,fremont_and_santa barbara.json,fremont_and_santa clarita.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_santa ana.json,fresno_and_santa clarita.json,huntington beach_and_oakland.json,huntington beach_and_stockton.json,irvine_and_napa.json,irvine_and_san luis obispo.json,irvine_and_santa barbara.json,carlsbad_and_los angeles.json,fresno_and_riverside.json,long beach_and_napa.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_temecula.json,los angeles_and_napa.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,los angeles_and_temecula.json,malibu_and_napa.json,malibu_and_stockton.json,mammoth lakes_and_santa clarita.json,napa_and_pasadena.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa monica.json,malibu_and_santa clarita.json,newport beach_and_oakland.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,riverside_and_santa barbara.json,riverside_and_santa clarita.json,riverside_and_santa monica.json,riverside_and_stockton.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa monica.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_santa barbara.json,san bernardino_and_santa clarita.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_temecula.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_santa clarita.json,newport beach_and_sausalito.json,san jose_and_santa monica.json,big bear lake_and_huntington beach.json,irvine_and_stockton.json,san jose_and_temecula.json,san luis obispo_and_santa ana.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa barbara_and_temecula.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa clarita_and_temecula.json,santa cruz_and_santa monica.json,santa monica_and_temecula.json,stockton_and_temecula.json"""
"medlock ames","bar","1","""Medlock Ames Winery, Alexander Valley Road, Jimtown, Sonoma County, California, 95448, United States of America""","95448","-122.820098063342","38.66645605","1","fremont_and_napa.json"
"mekong","residential","1","""Mekong Street, Valle Vista, Riverside County, California, 92554, United States of America""","92554","-116.8971092","33.7586693","5","""avalon_and_berkeley.json,avalon_and_carlsbad.json,avalon_and_oakland.json,avalon_and_malibu.json,avalon_and_temecula.json"""
"mekong river","residential","1","""Mekong Street, Valle Vista, Riverside County, California, 92554, United States of America""","92554","-116.8971092","33.7586693","5","""avalon_and_berkeley.json,avalon_and_carlsbad.json,avalon_and_oakland.json,avalon_and_malibu.json,avalon_and_temecula.json"""
"melbourne","hamlet","1","""Melbourne, Mendocino County, California, United States of America""","","-123.6508452","39.2832292","2","""beverly hills_and_san jose.json,pasadena_and_san jose.json"""
"melrose ave.","secondary","1","""Melrose Avenue, San Elijo Hills, San Marcos, San Diego County, California, 92069, United States of America""","92069","-117.2145993","33.1005138","1","beverly hills_and_malibu.json"
"melrose boulevard","station","1","""Melrose Drive, Oceanside Boulevard, Oceanside, San Diego County, California, 92054, United States of America""","92054","-117.2595932","33.2195741","1","beverly hills_and_san diego.json"
"melville","residential","1","""Melville, Stonegate, Irvine, Orange County, California, 92620, United States of America""","92620","-117.7457323","33.7091765","2","""monterey_and_santa barbara.json,napa_and_santa barbara.json"""
"memorial","track","1","""Memorial, Comstock Acres, Placer County, California, 96145, United States of America""","96145","-120.1534313","39.1708996","1","fremont_and_santa ana.json"
"memorial park","station","3","""Memorial Park, Holly Street, Pasadena, Los Angeles County, California, 91102, United States of America""","91102","-118.1474915","34.1484733","3","""beverly hills_and_sausalito.json,berkeley_and_pasadena.json,pasadena_and_sausalito.json"""
"memorial station","memorial","1","""George Sterling Memorial, Lombard Street, Russian Hill, SF, California, 941234, United States of America""","","-122.4210812","37.8017451","1","berkeley_and_pasadena.json"
"memphis","restaurant","4","""Memphis, Randolph Avenue, Costa Mesa, Orange County, California, 92626, United States of America""","92626","-117.8866571","33.6768939","8","""beverly hills_and_big bear lake.json,fresno_and_los angeles.json,fresno_and_malibu.json,los angeles_and_oakland.json,newport beach_and_san jose.json,newport beach_and_santa barbara.json,newport beach_and_stockton.json,pasadena_and_stockton.json"""
"menace park","park","1","""Dennis the Menace Park, Arrington Avenue, Downey, Los Angeles County, California, 90240, United States of America""","90240","-118.111319915996","33.9561041","2","""fremont_and_malibu.json,malibu_and_monterey.json"""
"menace playground","park","1","""Dennis the Menace Playground, Pearl Street, Monterey, Monterey County, California, 93940, United States of America""","93940","-121.886296519831","36.59804035","3","""avalon_and_monterey.json,irvine_and_monterey.json,monterey_and_riverside.json"""
"mendel way","residential","1","""Mendel Way, Sacramento, Sacramento County, California, 95833, United States of America""","95833","-121.4883359","38.618337","1","pasadena_and_sacramento.json"
"mendocino","administrative","25","""Mendocino County, California, United States of America""","","-123.4126398","39.3176491","103","""anaheim_and_santa cruz.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_sacramento.json,anaheim_and_napa.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,bakersfield_and_fremont.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,berkeley_and_san luis obispo.json,berkeley_and_carlsbad.json,beverly hills_and_monterey.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_santa cruz.json,big bear lake_and_monterey.json,big bear lake_and_oakland.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,carlsbad_and_santa cruz.json,fresno_and_oakland.json,fresno_and_san francisco.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_sacramento.json,huntington beach_and_san francisco.json,huntington beach_and_santa cruz.json,irvine_and_monterey.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_sacramento.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_napa.json,long beach_and_mammoth lakes.json,malibu_and_napa.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_santa cruz.json,malibu_and_mammoth lakes.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,monterey_and_sacramento.json,monterey_and_temecula.json,napa_and_pasadena.json,napa_and_pismo beach.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san luis obispo.json,napa_and_santa barbara.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_santa monica.json,napa_and_temecula.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa monica.json,pasadena_and_santa cruz.json,pismo beach_and_san jose.json,riverside_and_santa cruz.json,riverside_and_sausalito.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san jose_and_santa monica.json,san jose_and_temecula.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa cruz_and_santa monica.json,santa cruz_and_temecula.json,sausalito_and_temecula.json"""
